Organism	Genome Source	Genome Version/Assembly ID	Is Reference Strain	Contigs	Supercontigs	Chromosomes	Species	Strain	VEuPathDB Project	taxId	asmId	genBank	refSeq	identical	sciName	comName	ucscBrowser
Encephalitozoon intestinalis ATCC 50506	GenBank	GCA_000146465.1	yes	0	0	11	Encephalitozoon intestinalis	ATCC 50506	MicrosporidiaDB	876142.0	GCF_000146465.1_ASM14646v1	GCA_000146465.1	GCF_000146465.1	True	Encephalitozoon intestinalis ATCC 50506	microsporidians E.intestinalis ATCC 50506	https://genome.ucsc.edu/h/GCF_000146465.1
Epichloe festucae Fl1	INSDC	GCA_003814445.1	yes	0	0	7	Epichloe festucae	Fl1	FungiDB	877507.0	GCA_003814445.1_ASM381444v1	GCA_003814445.1		False	Epichloe festucae Fl1	ascomycetes E.festucae (Fl1 2018)	https://genome.ucsc.edu/h/GCA_003814445.1
Nematocida parisii ERTm1	GenBank	GCA_000250985.1	yes	0	65	0	Nematocida parisii	ERTm1	MicrosporidiaDB	881290.0	GCF_000250985.1_Nema_parisii_ERTm1_V3	GCA_000250985.1	GCF_000250985.1	True	Nematocida parisii ERTm1	microsporidians N.parisii ERTm1	https://genome.ucsc.edu/h/GCF_000250985.1
Encephalitozoon hellem ATCC 50504	GenBank	GCA_000277815.3	yes	0	0	12	Encephalitozoon hellem	ATCC 50504	MicrosporidiaDB	907965.0	GCF_000277815.2_ASM27781v3	GCA_000277815.3	GCF_000277815.2	True	Encephalitozoon hellem ATCC 50504	microsporidians E.hellem ATCC 50504	https://genome.ucsc.edu/h/GCF_000277815.2
Trypanosoma cruzi JR cl. 4	GenBank	GCA_000331405.1	no	14752	560	0	Trypanosoma cruzi	JR cl. 4	TriTrypDB	914063.0	GCA_000331405.1_Trypanosoma_cruzi_JR_cl4-1.1.4	GCA_000331405.1		False	Trypanosoma cruzi JR cl. 4	Trypanosoma cruzi (JR cl. 4 2013)	https://genome.ucsc.edu/h/GCA_000331405.1
Leishmania mexicana MHOM/GT/2001/U1103	GenBank	GCA_000234665.4	yes	554	0	34	Leishmania mexicana	MHOM/GT/2001/U1103	TriTrypDB	929439.0	GCF_000234665.1_ASM23466v4	GCA_000234665.4	GCF_000234665.1	True	Leishmania mexicana MHOM/GT/2001/U1103	Leishmania mexicana (MHOM/GT/2001/U1103 2011 kinetoplastids)	https://genome.ucsc.edu/h/GCF_000234665.1
Nematocida parisii ERTm3	GenBank	GCA_000190615.1	no	0	53	0	Nematocida parisii	ERTm3	MicrosporidiaDB	935791.0	GCA_000190615.1_Nema_parisii_ERTm3_V1	GCA_000190615.1		False	Nematocida parisii ERTm3	microsporidians N.parisii (ERTm3 2011)	https://genome.ucsc.edu/h/GCA_000190615.1
Vavraia culicis subsp. floridensis	GenBank	GCA_000192795.1	yes	0	379	0	Vavraia culicis	subsp. floridensis	MicrosporidiaDB	948595.0	GCF_000192795.1_Vavr_culi_floridensis_V1	GCA_000192795.1	GCF_000192795.1	True	Vavraia culicis subsp. floridensis	microsporidians V.culicis subsp. floridensis	https://genome.ucsc.edu/h/GCF_000192795.1
Leishmania donovani BPK282A1	GenBank	GCA_000227135.2	yes	0	0	36	Leishmania donovani	BPK282A1	TriTrypDB	5661.0	GCF_000227135.1_ASM22713v2	GCA_000227135.2	GCF_000227135.1	True	Leishmania donovani	Leishmania donovani (BPK282A1 2011 kinetoplastids)	https://genome.ucsc.edu/h/GCF_000227135.1
Cordyceps militaris CM01	INSDC	GCA_000225605.1	no	0	32	0	Cordyceps militaris	CM01	FungiDB	983644.0	GCF_000225605.1_CmilitarisCM01_v01	GCA_000225605.1	GCF_000225605.1	True	Cordyceps militaris CM01	ascomycetes C.militaris CM01	https://genome.ucsc.edu/h/GCF_000225605.1
Plenodomus lingam JN3	INSDC	GCA_000230375.1	yes	0	76	0	Plenodomus lingam	JN3	FungiDB	985895.0	GCF_000230375.1_ASM23037v1	GCA_000230375.1	GCF_000230375.1	True	Plenodomus lingam JN3	blackleg of rapeseed fungus	https://genome.ucsc.edu/h/GCF_000230375.1
Encephalitozoon cuniculi EC1	GenBank	GCA_000221285.2	no	0	0	12	Encephalitozoon cuniculi	EC1	MicrosporidiaDB	986730.0	GCA_000221285.2_Ence_cuni_EC1_V1	GCA_000221285.2		False	Encephalitozoon cuniculi EC1	microsporidians E.cuniculi (EC1 2011)	https://genome.ucsc.edu/h/GCA_000221285.2
Encephalitozoon cuniculi EC2	GenBank	GCA_000221265.2	no	0	0	16	Encephalitozoon cuniculi	EC2	MicrosporidiaDB	989654.0	GCA_000221265.2_Ence_cuni_EC2_V1	GCA_000221265.2		False	Encephalitozoon cuniculi EC2	microsporidians E.cuniculi (EC2 2011)	https://genome.ucsc.edu/h/GCA_000221265.2
Encephalitozoon cuniculi EC3	GenBank	GCA_000221245.2	no	0	0	15	Encephalitozoon cuniculi	EC3	MicrosporidiaDB	989655.0	GCA_000221245.2_Ence_cuni_EC3_V1	GCA_000221245.2		False	Encephalitozoon cuniculi EC3	microsporidians E.cuniculi (EC3 2011)	https://genome.ucsc.edu/h/GCA_000221245.2
Vittaforma corneae ATCC 50505	GenBank	GCA_000231115.1	yes	0	220	0	Vittaforma corneae	ATCC 50505	MicrosporidiaDB	993615.0	GCF_000231115.1_Vitt_corn_V1	GCA_000231115.1	GCF_000231115.1	True	Vittaforma corneae ATCC 50505	microsporidians V.corneae ATCC 50505	https://genome.ucsc.edu/h/GCF_000231115.1
Sporisorium reilianum SRZ2	GenBank	GCA_000230245.1	yes	21	0	23	Sporisorium reilianum	SRZ2	FungiDB	999809.0	GCA_000230245.1_ASM23024v1	GCA_000230245.1		False	Sporisorium reilianum SRZ2	smut fungi S.reilianum SRZ2 (2011)	https://genome.ucsc.edu/h/GCA_000230245.1
Aedes aegypti Aag2	INSDC	GCA_021653915.1	no	0	3752	0	Aedes aegypti	Aag2	VectorBase	7159.0	GCA_021653915.1_ASM2165391v1	GCA_021653915.1		False	Aedes aegypti	yellow fever mosquito (Aag2 2022)	https://genome.ucsc.edu/h/GCA_021653915.1
Aedes aegypti LVP_AGWG	INSDC	GCA_002204515.1	yes	0	2306	3	Aedes aegypti	LVP_AGWG	VectorBase	7159.0	GCF_002204515.2_AaegL5.0	GCA_002204515.1	GCF_002204515.2	False	Aedes aegypti	yellow fever mosquito (LVP_AGWG 2017 refseq)	https://genome.ucsc.edu/h/GCF_002204515.2
Aedes albopictus Foshan FPA	INSDC	GCA_006496715.1	yes	0	2196	0	Aedes albopictus	Foshan FPA	VectorBase	7160.0	GCF_006496715.2_Aalbo_primary.1	GCA_006496715.1	GCF_006496715.2	False	Aedes albopictus	Asian tiger mosquito (v2 FPA 2019)	https://genome.ucsc.edu/h/GCF_006496715.2
Anopheles albimanus STECLA	INSDC	GCA_000349125.2	no	0	196	5	Anopheles albimanus	STECLA	VectorBase	7167.0	GCA_000349125.2_Anop_albi_ALBI9_A_V2	GCA_000349125.2		False	Anopheles albimanus	mosquito A.albimanus (ALBI9_A 2017)	https://genome.ucsc.edu/h/GCA_000349125.2
Anopheles albimanus STECLA 2020	INSDC	GCF_013758885.1	yes	0	4	3	Anopheles albimanus	STECLA 2020	VectorBase	7167.0	GCF_013758885.1_VT_AalbS3_pri_1.0	GCA_013758885.1	GCF_013758885.1	True	Anopheles albimanus	mosquito A.albimanus (STELCA 2020)	https://genome.ucsc.edu/h/GCF_013758885.1
Alternaria alternata SRC1lrK2f	INSDC	GCA_001642055.1	yes	0	79	0	Alternaria alternata	SRC1lrK2f	FungiDB	5599.0	GCF_001642055.1_Altal1	GCA_001642055.1	GCF_001642055.1	True	Alternaria alternata	ascomycetes A.alternata	https://genome.ucsc.edu/h/GCF_001642055.1
Anopheles aquasalis AaquGF1	INSDC	GCF_943734665.1	yes	0	86	4	Anopheles aquasalis	AaquGF1	VectorBase	42839.0	GCF_943734665.1_idAnoAquaMG_Q_19	GCA_943734665.1	GCF_943734665.1	True	Anopheles aquasalis	mosquito A.aquasalis (primary hap 2022)	https://genome.ucsc.edu/h/GCF_943734665.1
Anopheles arabiensis DONGOLA 2021	INSDC	GCF_016920715.1	yes	0	98	3	Anopheles arabiensis	DONGOLA 2021	VectorBase	7173.0	GCF_016920715.1_AaraD3	GCA_016920715.1	GCF_016920715.1	False	Anopheles arabiensis	mosquito A.arabiensis (DONGOLA 2021)	https://genome.ucsc.edu/h/GCF_016920715.1
Anopheles arabiensis Dongola	INSDC	GCA_000349185.1	no	0	1214	0	Anopheles arabiensis	Dongola	VectorBase	7173.0	GCA_000349185.1_Anop_arab_DONG5_A_V1	GCA_000349185.1		False	Anopheles arabiensis	mosquito A.arabiensis (DONG5_A 2013)	https://genome.ucsc.edu/h/GCA_000349185.1
Aphanomyces astaci strain APO3	GenBank	GCA_000520075.1	yes	0	835	0	Aphanomyces astaci	strain APO3	FungiDB	112090.0	GCF_000520075.1_Apha_asta_APO3_V1	GCA_000520075.1	GCF_000520075.1	True	Aphanomyces astaci	oomycetes (APO3 2014)	https://genome.ucsc.edu/h/GCF_000520075.1
Anopheles atroparvus EBRO	INSDC	GCA_000473505.1	yes	0	1315	5	Anopheles atroparvus	EBRO	VectorBase	41427.0	GCA_000473505.1_Anop_atro_EBRO_V1	GCA_000473505.1		False	Anopheles atroparvus	mosquito A.atroparvus (EBRO 2013)	https://genome.ucsc.edu/h/GCA_000473505.1
Anopheles bellator AbelBR1	INSDC	GCF_943735745.2	yes	0	2982	3	Anopheles bellator	AbelBR1	VectorBase	139047.0	GCF_943735745.2_idAnoBellAS_SP24_06.2	GCA_943735745.2	GCF_943735745.2	False	Anopheles bellator	mosquito A.bellator (2023)	https://genome.ucsc.edu/h/GCF_943735745.2
Anopheles christyi ACHKN1017	INSDC	GCA_000349165.1	yes	0	30369	0	Anopheles christyi	ACHKN1017	VectorBase	43041.0	GCA_000349165.1_Anop_chri_ACHKN1017_V1	GCA_000349165.1		False	Anopheles christyi	mosquito A.christyi (ACHKN1017 2013)	https://genome.ucsc.edu/h/GCA_000349165.1
Anopheles coluzzii AcolN3	INSDC	GCF_943734685.1	yes	0	125	3	Anopheles coluzzii	AcolN3	VectorBase	1518534.0	GCF_943734685.1_AcolN3	GCA_943734685.1	GCF_943734685.1	True	Anopheles coluzzii	mosquito A.coluzzii (primary hap 2022)	https://genome.ucsc.edu/h/GCF_943734685.1
Anopheles coluzzii MOPTI	INSDC	GCF_016920705.1	no	0	196	3	Anopheles coluzzii	MOPTI	VectorBase	1518534.0	GCF_016920705.1_AcolMOP1	GCA_016920705.1	GCF_016920705.1	False	Anopheles coluzzii	mosquito A.coluzzi (MOPTI 2021)	https://genome.ucsc.edu/h/GCF_016920705.1
Anopheles coluzzii Mali-NIH	INSDC	GCA_000150765.1	no	0	10521	0	Anopheles coluzzii	Mali-NIH	VectorBase	1518534.0	GCA_000150765.1_m5	GCA_000150765.1		False	Anopheles coluzzii	mosquito A.coluzzii (M 2008)	https://genome.ucsc.edu/h/GCA_000150765.1
Anopheles coustani AcouGA1	INSDC	GCF_943734705.1	yes	0	416	3	Anopheles coustani	AcouGA1	VectorBase	139045.0	GCF_943734705.1_idAnoCousDA_361_x.2	GCA_943734705.2	GCF_943734705.1	False	Anopheles coustani	mosquito A.coustani (2023)	https://genome.ucsc.edu/h/GCF_943734705.1
Aspergillus cristatus GZAAS20.1005	INSDC	GCA_001717485.1	yes	0	68	0	Aspergillus cristatus	GZAAS20.1005	FungiDB	573508.0	GCA_001717485.1_ASM171748v1	GCA_001717485.1		False	Aspergillus cristatus	ascomycetes A.cristatus (GZAAS20.1005 2016)	https://genome.ucsc.edu/h/GCA_001717485.1
Anopheles cruzii AcruBR1	INSDC	GCF_943734635.1	yes	0	5085	3	Anopheles cruzii	AcruBR1	VectorBase	68878.0	GCF_943734635.1_idAnoCruzAS_RS32_06	GCA_943734635.1	GCF_943734635.1	False	Anopheles cruzii	mosquito A.cruzii (2022)	https://genome.ucsc.edu/h/GCF_943734635.1
Anopheles culicifacies A-37	INSDC	GCA_000473375.1	yes	0	16162	0	Anopheles culicifacies	A-37	VectorBase	139723.0	GCA_000473375.1_Anop_culi_species_A-37_1_V1	GCA_000473375.1		False	Anopheles culicifacies	mosquito A.culicifacies (species A-37_1 2013)	https://genome.ucsc.edu/h/GCA_000473375.1
Anopheles darlingi AdarGF1	INSDC	GCF_943734745.1	yes	0	62	3	Anopheles darlingi	AdarGF1	VectorBase	43151.0	GCF_943734745.1_idAnoDarlMG_H_01	GCA_943734745.1	GCF_943734745.1	True	Anopheles darlingi	American malaria mosquito (primary hap 2022)	https://genome.ucsc.edu/h/GCF_943734745.1
Anopheles darlingi Coari	INSDC	GCA_000211455.3	no	0	2220	0	Anopheles darlingi	Coari	VectorBase	43151.0	GCA_000211455.3_A_darlingi_v1	GCA_000211455.3		False	Anopheles darlingi	American malaria mosquito (2013)	https://genome.ucsc.edu/h/GCA_000211455.3
Angomonas deanei strain Cavalho ATCC PRA-265	INSDC	GCA_903995115.1	yes	0	0	29	Angomonas deanei	strain Cavalho ATCC PRA-265	TriTrypDB	59799.0	GCA_903995115.1_Adeanei_nanopore_chromosomes	GCA_903995115.1		False	Angomonas deanei	Angomonas (Crithidia deanei Carvalho ATCC PRA-265 2020)	https://genome.ucsc.edu/h/GCA_903995115.1
Anopheles dirus WRAIR2	INSDC	GCA_000349145.1	yes	0	1266	0	Anopheles dirus	WRAIR2	VectorBase	7168.0	GCA_000349145.1_Anop_diru_WRAIR2_V1	GCA_000349145.1		False	Anopheles dirus	mosquito A.dirus (WRAIR2 2013)	https://genome.ucsc.edu/h/GCA_000349145.1
Anopheles epiroticus Epiroticus2	INSDC	GCA_000349105.1	yes	0	2673	0	Anopheles epiroticus	Epiroticus2	VectorBase	199890.0	GCA_000349105.1_Anop_epir_epiroticus2_V1	GCA_000349105.1		False	Anopheles epiroticus	mosquito A.epiroticus (epiroticus2 2013)	https://genome.ucsc.edu/h/GCA_000349105.1
Anopheles farauti FAR1	INSDC	GCA_000473445.2	yes	0	310	0	Anopheles farauti	FAR1	VectorBase	69004.0	GCA_000473445.2_Anop_fara_FAR1_V2	GCA_000473445.2		False	Anopheles farauti	mosquito A.farauti (FAR1 2014)	https://genome.ucsc.edu/h/GCA_000473445.2
Arthrobotrys flagrans CBS H-5679	INSDC	GCA_004000055.1	yes	0	14	0	Arthrobotrys flagrans	CBS H-5679	FungiDB	97331.0	GCA_004000055.1_DF_1.0	GCA_004000055.1		False	Arthrobotrys flagrans	ascomycetes A.flagrans (CBS H-5679 2019)	https://genome.ucsc.edu/h/GCA_004000055.1
Aspergillus flavus NRRL3357 2020	INSDC	GCA_009017415.1	no	0	0	8	Aspergillus flavus	NRRL3357 2020	FungiDB	5059.0	GCA_009017415.1_ASM901741v1	GCA_009017415.1		False	Aspergillus flavus	ascomycetes A.flavus (NRRL 3357 2019)	https://genome.ucsc.edu/h/GCA_009017415.1
Anopheles funestus AfunGA1	INSDC	GCF_943734845.2	yes	0	326	3	Anopheles funestus	AfunGA1	VectorBase	62324.0	GCF_943734845.2_idAnoFuneDA-416_04	GCA_943734845.1	GCF_943734845.2	True	Anopheles funestus	African malaria mosquito (primary hap 2022)	https://genome.ucsc.edu/h/GCF_943734845.2
Anopheles funestus FUMOZ	INSDC	GCA_003951495.1	no	0	0	3	Anopheles funestus	FUMOZ	VectorBase	62324.0	GCA_003951495.1_AfunF3	GCA_003951495.1		False	Anopheles funestus	African malaria mosquito (FUMOZ 2018)	https://genome.ucsc.edu/h/GCA_003951495.1
Anopheles gambiae Ifakara	INSDC	GCF_943734735.2	no	0	187	3	Anopheles gambiae	Ifakara	VectorBase	7165.0	GCF_943734735.2_idAnoGambNW_F1_1	GCA_943734735.2	GCF_943734735.2	True	Anopheles gambiae	African malaria mosquito (primary hap 2022)	https://genome.ucsc.edu/h/GCF_943734735.2
Anopheles gambiae Pimperena	INSDC	GCA_000150785.1	no	0	13042	0	Anopheles gambiae	Pimperena	VectorBase	7165.0	GCA_000150785.1_g4	GCA_000150785.1		False	Anopheles gambiae	African malaria mosquito (S 2008)	https://genome.ucsc.edu/h/GCA_000150785.1
Aphanomyces invadans NJM9701	GenBank	GCA_000520115.1	yes	0	481	0	Aphanomyces invadans	NJM9701	FungiDB	157072.0	GCF_000520115.1_Apha_inva_NJM9701_V1	GCA_000520115.1	GCF_000520115.1	True	Aphanomyces invadans	oomycetes (NJM9701 2014)	https://genome.ucsc.edu/h/GCF_000520115.1
Aspergillus lentulus strain IFM 54703	INSDC	GCA_001445615.2	yes	0	12	0	Aspergillus lentulus	strain IFM 54703	FungiDB	293939.0	GCA_001445615.2_Alt_assembly01	GCA_001445615.2		False	Aspergillus lentulus	ascomycetes A.lentulus (IFM 54703 2021)	https://genome.ucsc.edu/h/GCA_001445615.2
Antonospora locustae CLX	INSDC	GCA_007674295.1	yes	0	1	17	Antonospora locustae	CLX	MicrosporidiaDB	278021.0	GCA_007674295.1_ASM767429v1	GCA_007674295.1		False	Antonospora locustae	microsporidians A.locustae (CLX 2019)	https://genome.ucsc.edu/h/GCA_007674295.1
Anopheles maculipalpis AmacGA1	INSDC	GCF_943734695.1	yes	0	167	3	Anopheles maculipalpis	AmacGA1	VectorBase	1496333.0	GCF_943734695.1_idAnoMacuDA_375_x	GCA_943734695.1	GCF_943734695.1	True	Anopheles maculipalpis	mosquito A.maculipalpis (primary hap 2022)	https://genome.ucsc.edu/h/GCF_943734695.1
Amblyomma maculatum SK-2019	INSDC	GCA_023969395.1	yes	0	125877	0	Amblyomma maculatum	SK-2019	VectorBase	34609.0	GCA_023969395.1_ASM2396939v1	GCA_023969395.1		False	Amblyomma maculatum	Gulf Coast tick (SK-2019 2022)	https://genome.ucsc.edu/h/GCA_023969395.1
Anopheles maculatus maculatus3	INSDC	GCA_000473185.1	yes	0	47797	0	Anopheles maculatus	maculatus3	VectorBase	74869.0	GCA_000473185.1_Anop_macu_maculatus3_V1	GCA_000473185.1		False	Anopheles maculatus	mosquito A.maculatus (maculatus3 2013)	https://genome.ucsc.edu/h/GCA_000473185.1
Anopheles marshallii AmarGA1	INSDC	GCF_943734725.1	yes	0	285	3	Anopheles marshallii	AmarGA1	VectorBase	1521116.0	GCF_943734725.1_idAnoMarsDA_429_01	GCA_943734725.1	GCF_943734725.1	True	Anopheles marshallii	mosquito A.marshallii (primary hap 2022)	https://genome.ucsc.edu/h/GCF_943734725.1
Anopheles melas CM1001059_A	INSDC	GCA_000473525.2	yes	0	20229	0	Anopheles melas	CM1001059_A	VectorBase	34690.0	GCA_000473525.2_Anop_mela_CM1001059_A_V2	GCA_000473525.2		False	Anopheles melas	mosquito A.melas (CM1001059_A 2014)	https://genome.ucsc.edu/h/GCA_000473525.2
Anopheles merus MAF	INSDC	GCA_000473845.2	no	0	2027	0	Anopheles merus	MAF	VectorBase	30066.0	GCA_000473845.2_Anop_meru_MAF_V1	GCA_000473845.2		False	Anopheles merus	mosquito A.merus (MAF 2014)	https://genome.ucsc.edu/h/GCA_000473845.2
Anopheles merus MAF 2021	INSDC	GCF_017562075.2	yes	0	1322	5	Anopheles merus	MAF 2021	VectorBase	30066.0	GCF_017562075.2_AmerM5.1	GCA_017562075.2	GCF_017562075.2	False	Anopheles merus	mosquito A.merus (MAF 2021)	https://genome.ucsc.edu/h/GCF_017562075.2
Anopheles minimus MINIMUS1	INSDC	GCA_000349025.1	yes	0	678	0	Anopheles minimus	MINIMUS1	VectorBase	112268.0	GCA_000349025.1_Anop_mini_MINIMUS1_V1	GCA_000349025.1		False	Anopheles minimus	mosquito A.minimus (MINIMUS1 2013)	https://genome.ucsc.edu/h/GCA_000349025.1
Apiotrichum montevideense JCM 9937	INSDC	GCA_001598995.1	yes	0	61	0	Apiotrichum montevideense	JCM 9937	FungiDB	82521.0	GCA_001598995.1_JCM_9937_assembly_v001	GCA_001598995.1		False	Apiotrichum montevideense	basidiomycetes A.montevideense (JCM 9937 2016)	https://genome.ucsc.edu/h/GCA_001598995.1
Anopheles moucheti AmouCM1	INSDC	GCF_943734755.1	yes	0	342	3	Anopheles moucheti	AmouCM1	VectorBase	186751.0	GCF_943734755.1_idAnoMoucSN_F20_07	GCA_943734755.1	GCF_943734755.1	False	Anopheles moucheti	mosquito A.moucheti (primary hap 2022)	https://genome.ucsc.edu/h/GCF_943734755.1
Amauroascus mutatus isolate UAMH 3576	GenBank	GCA_001430935.1	yes	3075	0	0	Amauroascus mutatus	isolate UAMH 3576	FungiDB	2074759.0	GCA_001430935.1_ASM143093v1	GCA_001430935.1		False	Amauroascus verrucosus	ascomycetes A.verrucosus (UAMH 3576 2015)	https://genome.ucsc.edu/h/GCA_001430935.1
Aspergillus niger strain LDM3	INSDC	GCA_009812365.1	no	0	14	0	Aspergillus niger	strain LDM3	FungiDB	5061.0	GCA_009812365.1_ASM981236v1	GCA_009812365.1		False	Aspergillus niger	ascomycetes A.niger (LDM3 2019)	https://genome.ucsc.edu/h/GCA_009812365.1
Aspergillus niger strain N402 (ATCC64974)	GenBank	GCA_900248155.1	no	19	0	0	Aspergillus niger	strain N402 (ATCC64974)	FungiDB	5061.0	GCA_900248155.1_Aniger_ATCC_64974_N402	GCA_900248155.1		False	Aspergillus niger	ascomycetes A.niger (N402 ATCC 64974 2018)	https://genome.ucsc.edu/h/GCA_900248155.1
Amauroascus niger isolate UAMH 3544	GenBank	GCA_001430945.1	yes	3481	0	0	Amauroascus niger	isolate UAMH 3544	FungiDB	89421.0	GCA_001430945.1_ASM143094v1	GCA_001430945.1		False	Amauroascus niger	ascomycetes A.niger (UAMH 3544 2015)	https://genome.ucsc.edu/h/GCA_001430945.1
Anopheles nili AnilCM1	INSDC	GCF_943737925.1	yes	0	153	3	Anopheles nili	AnilCM1	VectorBase	185578.0	GCF_943737925.1_idAnoNiliSN_F5_01	GCA_943737925.1	GCF_943737925.1	True	Anopheles nili	mosquito A.nili (primary hap 2022)	https://genome.ucsc.edu/h/GCF_943737925.1
Aspergillus parasiticus CBS 117618	INSDC	GCA_009176385.1	yes	0	270	0	Aspergillus parasiticus	CBS 117618	FungiDB	5067.0	GCA_009176385.1_Asppar1	GCA_009176385.1		False	Aspergillus parasiticus	ascomycetes A.parasiticus (CBS 117618 2019)	https://genome.ucsc.edu/h/GCA_009176385.1
Anopheles quadriannulatus SANGWE	INSDC	GCA_000349065.1	yes	0	2823	0	Anopheles quadriannulatus	SANGWE	VectorBase	34691.0	GCA_000349065.1_Anop_quad_QUAD4_A_V1	GCA_000349065.1		False	Anopheles quadriannulatus	mosquito A.quadriannulatus (QUAD4_A 2013)	https://genome.ucsc.edu/h/GCA_000349065.1
Anopheles sinensis China	INSDC	GCA_000441895.2	yes	0	9592	0	Anopheles sinensis	China	VectorBase	74873.0	GCA_000441895.2_AS2	GCA_000441895.2		False	Anopheles sinensis	mosquito A.sinensis (2014)	https://genome.ucsc.edu/h/GCA_000441895.2
Anopheles sinensis SINENSIS	INSDC	GCA_000472065.2	no	0	10448	0	Anopheles sinensis	SINENSIS	VectorBase	74873.0	GCA_000472065.2_Anop_sine_SINENSIS_V1	GCA_000472065.2		False	Anopheles sinensis	mosquito A.sinensis (SINENSIS 2014)	https://genome.ucsc.edu/h/GCA_000472065.2
Anopheles stephensi Indian	INSDC	GCA_000300775.2	no	0	23371	0	Anopheles stephensi	Indian	VectorBase	30069.0	GCA_000300775.2_ASM30077v2	GCA_000300775.2		False	Anopheles stephensi	Asian malaria mosquito (Indian Wild Type Walter Reed 2013)	https://genome.ucsc.edu/h/GCA_000300775.2
Anopheles stephensi SDA-500	INSDC	GCA_000349045.1	no	0	1110	0	Anopheles stephensi	SDA-500	VectorBase	30069.0	GCA_000349045.1_Anop_step_SDA-500_V1	GCA_000349045.1		False	Anopheles stephensi	Asian malaria mosquito (SDA-500 2013)	https://genome.ucsc.edu/h/GCA_000349045.1
Anopheles stephensi UCISS2018	INSDC	GCF_013141755.1	yes	0	491	3	Anopheles stephensi	UCISS2018	VectorBase	30069.0	GCF_013141755.1_UCI_ANSTEP_V1.0	GCA_013141755.1	GCF_013141755.1	False	Anopheles stephensi	Asian malaria mosquito	https://genome.ucsc.edu/h/GCF_013141755.1
Aspergillus tanneri NIH1004	INSDC	GCA_004798825.1	yes	0	1715	0	Aspergillus tanneri	NIH1004	FungiDB	1220188.0	GCA_004798825.1_ASM479882v1	GCA_004798825.1		False	Aspergillus tanneri	ascomycetes A.tanneri (NIH1004 2019)	https://genome.ucsc.edu/h/GCA_004798825.1
Aspergillus thermomutatus strain HMR AF 39	INSDC	GCA_002237265.2	yes	0	647	0	Aspergillus thermomutatus	strain HMR AF 39	FungiDB	41047.0	GCF_002237265.1_ASM223726v2	GCA_002237265.2	GCF_002237265.1	True	Aspergillus thermomutatus	ascomycetes A.thermomutatus	https://genome.ucsc.edu/h/GCF_002237265.1
Apophysomyces variabilis NCCPF 102052	INSDC	GCA_002749535.1	yes	0	411	0	Apophysomyces variabilis	NCCPF 102052	FungiDB	760013.0	GCA_002749535.1_ASM274953v1	GCA_002749535.1		False	Apophysomyces variabilis	fungi A.variabilis (NCCPF 102052 2017)	https://genome.ucsc.edu/h/GCA_002749535.1
Anopheles ziemanni AzieGA1	INSDC	GCF_943734765.1	yes	0	416	3	Anopheles ziemanni	AzieGA1	VectorBase	345580.0	GCF_943734765.1_idAnoZiCoDA_A2_x.2	GCA_943734765.2	GCF_943734765.1	False	Anopheles ziemanni	mosquito A.ziemanni (2023)	https://genome.ucsc.edu/h/GCF_943734765.1
Blechomonas ayalai B08-376	GenBank	GCA_020509355.1	yes	0	545	0	Blechomonas ayalai	B08-376	TriTrypDB	1463230.0	GCA_020509355.1_ASM2050935v1	GCA_020509355.1		False	Blechomonas ayalai	Blechomonas ayalai (B08-376 2021)	https://genome.ucsc.edu/h/GCA_020509355.1
Beauveria bassiana HN6	INSDC	GCA_014607475.1	yes	0	0	12	Beauveria bassiana	HN6	FungiDB	176275.0	GCA_014607475.1_ASM1460747v1	GCA_014607475.1		False	Beauveria bassiana	ascomycetes B.bassiana (HN6 2020)	https://genome.ucsc.edu/h/GCA_014607475.1
Besnoitia besnoiti strain Bb-Ger1	GenBank	GCA_002563875.1	yes	172	0	13	Besnoitia besnoiti	strain Bb-Ger1	ToxoDB	94643.0	GCF_002563875.1_Bbes1.0	GCA_002563875.1	GCF_002563875.1	True	Besnoitia besnoiti	apicomplexans B.besnoiti (Bb-Ger1 2017)	https://genome.ucsc.edu/h/GCF_002563875.1
Byssoonygena ceratinophila isolate UAMH 5669	GenBank	GCA_001430925.1	yes	4851	0	0	Byssoonygena ceratinophila	isolate UAMH 5669	FungiDB	166112.0	GCA_001430925.1_ASM143092v1	GCA_001430925.1		False	Byssoonygena ceratinophila	ascomycetes B.ceratinophila (UAMH 5669 2015)	https://genome.ucsc.edu/h/GCA_001430925.1
Biomphalaria glabrata XG47	INSDC	GCF_947242115.1	yes	0	25	18	Biomphalaria glabrata	XG47	VectorBase	6526.0	GCF_947242115.1_xgBioGlab47.1	GCA_947242115.1	GCF_947242115.1	False	Biomphalaria glabrata	bloodfluke planorb (primary hap 2022)	https://genome.ucsc.edu/h/GCF_947242115.1
Blumeria graminis f. sp. triticale THUN-12	INSDC	GCA_905067625.1	no	0	25	11	Blumeria graminis	f. sp. triticale THUN-12	FungiDB	1689686.0	GCA_905067625.1_Bgtriticale_THUN12_genome_v1_2	GCA_905067625.1		False	Blumeria graminis f. sp. triticale	grass mildew (THUN-12 2021)	https://genome.ucsc.edu/h/GCA_905067625.1
